Symbol,Start_date,Exp_date,Strike_Put,Strike_Call,Number_pos,Start_prime,Multiplicator,Start_price,Dividend,Commission,Margin_start,DTE,Open_cost,Start_delta,HV_200,Price_2s_down,Max_profit,Max_Risk,BE_lower,RR_RATIO,MP/DTE,Profit_Target,Expected_Return,DTE_Target,POP_Monte_start_50,Plan_ROC ,ROC_DAY_target,Delta,Vega,Theta,Gamma,DAYS_remaining,DAYS_elapsed_TDE,%_days_elapsed,POP_50,Current_expected_return,CVAR,Prime_now,Cost_to_close_Market_cost,Current_Margin,Current_PL,Current_ROI,Current_RR_ratio,PL_TDE,Leverage,Current_POP_lognormal
CL=F,2024-04-24,2024-08-15,62.0,104.5,-1,0.84,1000,79.2,0.0,3.4,6000.0,113,-840.0,25.0,0.26,56.47,840.0,60245.47,61.16,0.01,7.43,416.6,128.07,0,0.1,0.07,inf,3.0,-8.0,1.0,-171.0,93,20,17.7,0.1,133.26,569.63,0.64,-643.4,6000.0,196.6,3.28,83.97,9.83,-0.04,97.31
