Symbol,Symbol Bento,Start_date,Exp_date,Strike,Number_pos,Start_prime,Multiplicator,Start_price,Dividend,Commission,Margin_start,DTE,Open_cost,Start_delta,HV_200,Price_2s_down,Max_profit,Max_Risk,BE_higher,RR_RATIO,MP/DTE,Profit_Target,Expected_Return,DTE_Target,POP_Monte_start_50,Plan_ROC ,ROC_DAY_target,Delta,Vega,Theta,Gamma,DAYS_remaining,DAYS_elapsed_TDE,%_days_elapsed,POP_50,Current_expected_return,CVAR,Prime_now,Cost_to_close_Market_cost,Current_Margin,Current_PL,Current_ROI,Current_RR_ratio,PL_TDE,Leverage,Margin_2S_Down,Current_POP_lognormal,MC_2S_Down
GC=F,OGU4 C2800,2024-06-06,2024-09-25,2800.0,-1,6.9,100,2354.6,0.0,2.1,1000.0,111,-690.0,34.0,0.12,2033.15,690.0,38640000.0,2806.9,0.0,6.22,342.9,643.13,0,1.0,0.34,inf,-0.05,-136.64,41.2,-0.0,95,16,14.41,100.0,648.01,491.71,3.1,-310.0,1000.0,380.0,38.0,35.56,23.75,12.04,117348.0,97.37,73208.68
