Symbol,Symbol Bento,Start_date,Exp_date,Strike,Number_pos,Start_prime,Multiplicator,Start_price,Dividend,Commission,Margin_start,DTE,Open_cost,Start_delta,HV_200,Price_2s_down,Max_profit,Max_Risk,BE_higher,RR_RATIO,MP/DTE,Profit_Target,Expected_Return,DTE_Target,POP_Monte_start_50,Plan_ROC ,ROC_DAY_target,Delta,Vega,Theta,Gamma,DAYS_remaining,DAYS_elapsed_TDE,%_days_elapsed,POP_50,Current_expected_return,CVAR,Prime_now,Cost_to_close_Market_cost,Current_Margin,Current_PL,Current_ROI,Current_RR_ratio,PL_TDE,Leverage,Margin_2S_Down,Current_POP_lognormal,MC_2S_Down
ES=F,ESU4 C6000,2024-06-13,2024-09-20,6000.0,-1,5.35,50,5429.25,0.0,2.7,7000.0,99,-267.5,100.0,0.11,4883.41,267.5,32100000.0,6005.35,0.0,2.7,131.05,-317.27,31,1.92,0.02,0.0,-0.09,-459.17,116.72,-0.0,90,9,9.09,97.25,-64.14,-6972.42,8.75,-437.5,7000.0,-170.0,-2.43,-6.13,-18.89,6.97,209327.2,90.99,104600.88
