Symbol,Start_date,Exp_date,Strike,Number_pos,Start_prime,Multiplicator,Start_price,Dividend,Commission,Margin_start,DTE,Open_cost,Start_delta,HV_200,Price_2s_down,Max_profit,Max_Risk,BE_lower,RR_RATIO,MP/DTE,Profit_Target,Expected_Return,DTE_Target,POP_Monte_start_50,Plan_ROC ,ROC_DAY_target,Delta,Vega,Theta,Gamma,DAYS_remaining,DAYS_elapsed_TDE,%_days_elapsed,Prime_now,Cost_to_close_Market_cost,Current_Margin,Current_PL,Current_ROI,Current_RR_ratio,PL_TDE,Leverage,Margin_2S_Down,POP_50,Current_expected_return,CVAR,Current_POP_lognormal,MC_2S_Down
 GC=F,2024-04-18,2024-05-28,2250.0,-1,13.8,100,2326.7,0.0,2.1,6000.0,40,-1380.0,16.5,0.11,2158.04,1380.0,62100000.0,2236.2,0.0,34.5,687.9,514.87,16,0.87,0.11,0.01,15.0,-132.0,42.0,-32.0,18,22,55.0,5.9,-590.0,6000.0,790.0,13.17,35.54,35.91,-5.83,52356.8,1.0,1143.32,870.06,95.72,8785.66
